ID,Match Number,Round,Date,Start Time,End Time,Venue,Venue State,Pitch,Home Club,Home Team,Home Score,Away Club,Away Team,Away Score,Status,Age,Gender,Division,Broadcaster,Time Slot ID,Host
8994741,267,2,10/30/2022, 2:15PM, 3:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Bay Area Surf,Bay Area Surf 07G Red,1,East San Jose FC,East San Jose FC East San Jose FC 07G I,1,,U16,Female,u16 F Chupacabras,,,
8994381,87,2,10/30/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,OV Toros FC,OV Toros FC OV Toros FC 2012B Black,2,Santa Cruz Mid-County Youth Soccer Club,Santa Cruz Mid-County Youth Soccer Club SURF 12B Purple,0,,U11,Male,u11 M Vampires,,,
8994687,213,2,10/30/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf G11 PDA I,5,OV Toros FC,OV Toros FC OV Toros FC 2011G Black,1,,U12,Female,u12 F Phantams,,,
8994686,212,2,10/30/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Central Valley Premier FC,Central Valley Premier FC Central Valley Premier FC Elite G11,1,West Coast Soccer,West Coast Soccer West Coast Soccer Warriors '11,1,,U12,Female,u12 F Phantams,,,
8994676,202,2,10/30/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 11G Strikers,3,Hollister Tremors,Hollister Tremors Hollister Tremors 2011G Hurricanes,1,,U12,Female,u12 F Poltergeists,,,
8994669,195 / Final,2,10/30/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf G12 Pre-Academy,3,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2012 Elite,1,,U11,Female,u11 F Ghosts,,,
8994395,101 / 3rd Place,2,10/30/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC B2011 Blue,3,Scotts Valley San Lorenzo Valley Youth Soccer Club,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 11B,4,,U12,Male,u12 M Corpses,,,
8994480,174,2,10/30/2022, 3:00PM, 4:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,Santa Cruz County Breakers,Santa Cruz County Breakers 2013G Gray,1,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2013 Elite,3,,U10,Female,u10 F Zombies,,,
9121399,270 / Final,2,10/30/2022, 3:00PM, 4:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,Almaden FC,Almaden FC Almaden FC Mercury B14 Yellow,6,Santa Cruz Mid-County Youth Soccer Club,Santa Cruz Mid-County Youth Soccer Club SURF 14B,0,,U09,Male,u9 M Mutants,,,
8994710,236 / Consolation,2,10/30/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Merced United FC,Merced United FC Merced United FC 10G Barrios,3,1974 Newark FC,1974 Newark FC 1974 NFC 10G Orange,0,,U13,Female,u13 F Black widows,,,
8994473,167 / Final,2,10/30/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,Madera United Futbol Club,Madera United Futbol Club Madera United FC 08B Rivera,0,OV Toros FC,OV Toros FC OV Toros FC 2008B Black,2,,U15,Male,u15 M Grave Diggers,,,
8994451,145,2,10/30/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,OV Toros FC,OV Toros FC OV Toros FC 2010B Black,3,Almaden FC,Almaden FC Almaden FC Mercury B10 Black,0,,U13,Male,u13 M Nightwalkers,,,
8994464,158,2,10/30/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,OV Toros FC,OV Toros FC OV Toros FC 2009B Black,1,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 09 WHITE,2,,U14,Male,u14 M Devils,,,
8994726,252,2,10/30/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Manteca Area Soccer League,Manteca Area Soccer League Manteca Area Soccer Manteca Rangers 08G Blue,0,FRESNO HEAT FC,FRESNO HEAT FC FRESNO HEAT FC GIRLS 08,6,,U15,Female,u15 F Spirits,,,
8994736,262,2,10/30/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,Hollister Tremors,Hollister Tremors Hollister Tremors 08G,4,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 07G SJ Thorns,0,,U16,Female,u16 F Jack-o-lanterns,,,
8994416,122,2,10/30/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Soccer Club of Los Gatos,Soccer Club of Los Gatos 11B Academy White,1,Real Salinas,Real Salinas Pumitas 11,3,,U12,Male,u12 M Creepers,,,
8994373,79,2,10/30/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,OV Toros FC,OV Toros FC OV Toros FC 2012B Red,5,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2012B WHITE,1,,U11,Male,u11 M Skeletons,,,
8994417,123,2,10/30/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,OV Toros FC,OV Toros FC OV Toros FC 2011B Black,0,,Aguilas,2,,U12,Male,u12 M Creepers,,,
8994372,78,2,10/30/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,De Anza Force SC,De Anza Force SC Force 12B Black,1,Almaden FC,Almaden FC Almaden FC Mercury 12B White,3,,U11,Male,u11 M Skeletons,,,
8994677,203,2,10/30/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC G2011 Blue,0,Infinity Sports Club,Infinity Sports Club 2011G Infinity,1,,U12,Female,u12 F Poltergeists,,,
8994396,102 / Final,2,10/30/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,OV Toros FC,OV Toros FC OV Toros FC 2011B Red2,1,Pajaro Valley Youth Soccer Club,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 11B,2,,U12,Male,u12 M Corpses,,,
9077104,269 / Final,2,10/30/2022, 4:40PM, 5:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,OV Toros FC,OV Toros FC OV Toros FC 2012B Black,1,Santa Cruz Mid-County Youth Soccer Club,Santa Cruz Mid-County Youth Soccer Club SURF 12B Purple,5,,U11,Male,u11 M Vampires,,,
8994442,136 / Consolation,2,10/30/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,OV Toros FC,OV Toros FC OV Toros FC 2010B White,0,Almaden FC,Almaden FC Almaden FC Mercury B10 Yellow,0,,U13,Male,u13 M Monsters,,,
8994450,144,2,10/30/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 10B Ducks,1,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 10 BLUE,3,,U13,Male,u13 M Nightwalkers,,,
8994441,135 / Final,2,10/30/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,Hollister Tremors,Hollister Tremors Hollister Tremors 2010B,,Silicon Valley Eagles Youth Soccer,Silicon Valley Eagles Youth Soccer Silicon Valley Eagles 10B PSG IV,,,U13,Male,u13 M Monsters,,,
